Smiles,MolName,Enthalpy(Hartree)
COC(=N)N,Frag_356,-264.464696
CN(C)C(=N)O,Frag_357,-303.749815
C=C(N)C(N)=O,Frag_358,-302.575154
C=NN(N)N,Frag_359,-260.533005
C=CC(C)=O,Frag_360,-231.160584
C=CN(N)N,Frag_361,-244.502493
C=NN(C)N,Frag_362,-244.509403
CN(N)C(N)=O,Frag_363,-319.801297
NC(N)=O,Frag_364,-225.211863
C=CC(C)C,Frag_365,-196.423340
CCC(C)(C)C,Frag_366,-236.933499
CC(C)N(C)C,Frag_367,-252.958068
C=NC(C)=N,Frag_368,-227.322436
C=NOC,Frag_369,-209.046678
C/N=C(/N)O,Frag_370,-264.464560
N=C(N)ON,Frag_371,-280.464765
C=NON,Frag_372,-225.057649
C/C(N)=N\O,Frag_373,-264.421055
NON,Frag_374,-186.957370
C=C(N)N(C)N,Frag_375,-283.820960
CNNC,Frag_376,-190.384941
CNC(N)=O,Frag_377,-264.496747
CN(C)C(N)=O,Frag_378,-303.781260
CC(C)=[N+]([O-])O,Frag_379,-323.538199
C=[N+]([O-])ON,Frag_380,-300.221550
C=[N+]([O-])O,Frag_381,-244.940467
C=NNN,Frag_382,-205.219480
C/C(N)=C(\N)O,Frag_383,-303.739474
C=C(O)NC,Frag_384,-248.392049
CC(N)(N)CO,Frag_385,-304.942067
COC(C)(C)O,Frag_386,-308.767681
CC(C)(O)CN,Frag_387,-288.894542
CC(C)(C)O,Frag_388,-233.563659
CC(C)(N)ON,Frag_389,-304.892101
CC(C)(C)C(C)(N)O,Frag_390,-367.487435
CC(=N)C(C)(C)C,Frag_391,-291.071256
CC(C)(N)O,Frag_392,-249.611805
CNN=N,Frag_393,-205.231991
C=C(N)N=N,Frag_394,-243.328089
C/N=N\N,Frag_395,-205.233627
CC(C)CO,Frag_396,-233.554053
CN(N)N=N,Frag_397,-260.533249
C=C(N)ON,Frag_398,-264.386979
C/C=C(/C)O,Frag_399,-232.354849
C=NC(=C)O,Frag_400,-247.185368
CC(C)=[N+](C)[O-],Frag_401,-287.643676
N=C(N)N(N)N,Frag_402,-315.924954
CC(=O)N(C)N,Frag_403,-303.743346
NCC(N)=O,Frag_404,-264.485987
CN(C)C(=N)N,Frag_405,-283.874152
N/C=C\N,Frag_406,-189.224391
CC(N)C(C)(C)N,Frag_407,-308.311713
CC(O)C(C)(N)N,Frag_408,-344.240162
CC(O)C(O)O,Frag_409,-344.690884
CN(C)CN,Frag_410,-229.707809
C/C(N)=[N+](\N)[O-],Frag_411,-319.727114
C=[N+]([O-])N(C)N,Frag_412,-319.670366
C=[N+](N)[O-],Frag_413,-225.074633
CC(N)CN,Frag_414,-229.721923
C=C(C)C(C)C,Frag_415,-235.720337
